ds,dengue_cases,tempmax,tempmin,temp,humidity,precip,precipcover,google_trends,population
2012-01-02,74,31.65,25.450000000000003,27.75,84.15,0.2605,2.085,9,5300000
2012-01-09,64,30.285714285714285,24.957142857142856,27.071428571428573,81.60000000000001,3.633714285714286,5.952857142857143,9,5300000
2012-01-16,60,30.557142857142857,24.357142857142858,27.142857142857142,82.7,3.050285714285714,5.952857142857143,9,5300000
2012-01-23,50,31.642857142857142,24.657142857142855,27.014285714285712,85.14285714285714,4.107,5.952857142857143,9,5300000
2012-01-30,84,30.942857142857143,24.642857142857142,27.3,79.2,0.44657142857142856,1.1914285714285715,9,5300000
2012-02-06,87,30.071428571428573,24.328571428571426,26.814285714285713,84.78571428571429,7.081142857142857,4.1657142857142855,10,5300000
2012-02-13,65,32.2,24.885714285714283,27.785714285714285,78.48571428571428,0.6201428571428572,0.5957142857142858,10,5300000
2012-02-20,50,31.442857142857143,24.771428571428572,27.014285714285712,84.32857142857142,4.2415714285714285,3.5728571428571425,10,5300000
2012-02-27,55,32.1,25.657142857142855,28.228571428571428,80.48571428571428,0.31599999999999995,2.9771428571428573,10,5300000
2012-03-05,45,31.342857142857145,25.014285714285712,27.485714285714288,83.39999999999999,7.058571428571429,6.547142857142857,11,5300000
2012-03-12,64,30.557142857142857,24.928571428571427,27.385714285714283,82.78571428571429,2.8682857142857148,7.142857142857143,11,5300000
2012-03-19,72,31.214285714285715,24.75714285714286,27.24285714285714,83.22857142857143,9.343714285714286,5.357142857142857,11,5300000
2012-03-26,48,32.08571428571428,25.142857142857142,27.82857142857143,83.21428571428571,0.8681428571428571,2.9771428571428573,11,5300000
2012-04-02,52,31.785714285714285,24.442857142857143,27.542857142857144,81.58571428571429,12.144714285714286,4.762857142857143,10,5300000
2012-04-09,81,31.585714285714285,24.8,27.514285714285712,83.2,6.970142857142856,3.5714285714285716,10,5300000
2012-04-16,77,31.714285714285715,25.099999999999998,27.75714285714286,84.12857142857142,15.850714285714286,6.545714285714285,10,5300000
2012-04-23,64,31.557142857142853,25.314285714285713,28.071428571428573,82.18571428571428,5.728714285714285,5.357142857142857,10,5300000
2012-04-30,86,32.714285714285715,25.97142857142857,28.900000000000002,79.14285714285714,0.9790000000000001,4.762857142857143,10,5300000
2012-05-07,96,31.32857142857143,24.571428571428573,27.82857142857143,83.05714285714285,15.833857142857143,5.357142857142857,11,5300000
2012-05-14,80,33.142857142857146,25.114285714285717,28.814285714285713,78.57142857142857,5.5768571428571425,4.761428571428572,11,5300000
2012-05-21,80,32.32857142857143,25.814285714285713,28.928571428571427,79.71428571428571,6.461714285714286,2.9757142857142855,11,5300000
2012-05-28,81,31.5,25.571428571428573,28.614285714285717,79.38571428571429,5.040142857142857,3.5714285714285716,11,5300000
2012-06-04,99,31.842857142857145,26.24285714285714,28.657142857142855,81.25714285714285,5.153999999999999,3.5714285714285716,13,5300000
2012-06-11,87,31.942857142857143,26.271428571428572,29.042857142857144,77.0,4.673285714285714,3.5728571428571434,13,5300000
2012-06-18,128,32.699999999999996,26.97142857142857,29.814285714285713,72.84285714285714,0.0,0.0,13,5300000
2012-06-25,151,32.357142857142854,26.642857142857142,29.085714285714285,76.3,0.124,0.5957142857142858,13,5300000
2012-07-02,140,31.271428571428572,26.32857142857143,28.514285714285712,77.2,2.6957142857142853,2.9771428571428573,14,5300000
2012-07-09,131,30.285714285714285,24.985714285714288,27.614285714285717,81.41428571428571,7.738999999999999,7.142857142857143,14,5300000
2012-07-16,124,30.37142857142857,25.82857142857143,27.557142857142857,82.64285714285714,5.184142857142858,4.762857142857143,14,5300000
2012-07-23,110,31.25714285714286,25.614285714285717,28.114285714285717,79.45714285714287,2.8535714285714286,4.167142857142857,14,5300000
2012-07-30,94,32.15714285714286,26.32857142857143,29.02857142857143,73.67142857142858,0.024857142857142855,0.5957142857142858,14,5300000
2012-08-06,127,30.885714285714283,26.142857142857142,28.285714285714285,78.28571428571429,2.900857142857143,2.9771428571428573,10,5300000
2012-08-13,115,32.028571428571425,26.17142857142857,28.900000000000002,73.85714285714286,0.0,0.0,10,5300000
2012-08-20,92,31.542857142857144,26.014285714285712,28.557142857142857,76.35714285714286,3.8445714285714283,2.9757142857142855,10,5300000
2012-08-27,102,30.957142857142856,25.614285714285717,28.042857142857144,78.8,5.976428571428571,1.7871428571428571,10,5300000
2012-09-03,75,30.471428571428568,25.657142857142855,27.82857142857143,80.85714285714286,2.0094285714285713,4.1657142857142855,11,5300000
2012-09-10,73,30.985714285714288,24.8,27.442857142857143,81.3,8.259428571428572,4.761428571428572,11,5300000
2012-09-17,72,31.67142857142857,26.3,28.714285714285715,74.97142857142856,0.248,0.5957142857142858,11,5300000
2012-09-24,99,32.471428571428575,25.928571428571427,28.728571428571428,76.97142857142856,0.0,0.0,11,5300000
2012-10-01,103,32.285714285714285,24.842857142857145,28.3,77.32857142857142,4.933857142857143,5.357142857142857,13,5300000
2012-10-08,122,32.31428571428571,25.942857142857143,28.75714285714286,75.22857142857143,2.1084285714285715,1.1914285714285715,13,5300000
2012-10-15,105,32.24285714285714,25.37142857142857,27.97142857142857,80.21428571428571,5.001,4.1657142857142855,13,5300000
2012-10-22,84,31.199999999999996,24.91428571428571,27.042857142857144,84.77142857142857,6.944857142857143,10.712857142857143,13,5300000
2012-10-29,104,33.48571428571429,26.0,29.285714285714285,72.65714285714286,0.0,0.0,13,5300000
2012-11-05,99,31.157142857142855,24.75714285714286,27.2,81.64285714285714,4.705571428571429,10.120000000000001,11,5300000
2012-11-12,87,31.585714285714285,25.385714285714283,27.542857142857144,83.0,6.097857142857143,5.357142857142857,11,5300000
2012-11-19,99,31.8,25.114285714285717,27.52857142857143,83.61428571428571,2.8564285714285718,5.357142857142857,11,5300000
2012-11-26,80,31.657142857142855,25.014285714285712,27.585714285714285,82.71428571428571,12.75542857142857,5.952857142857143,11,5300000
2012-12-03,78,31.457142857142856,25.02857142857143,27.614285714285717,83.44285714285715,7.652285714285715,6.548571428571428,10,5300000
2012-12-10,104,31.785714285714285,25.142857142857142,27.599999999999998,81.18571428571428,3.479142857142857,5.357142857142857,10,5300000
2012-12-17,92,31.057142857142857,24.414285714285715,26.74285714285714,86.58571428571429,15.382,15.474285714285713,10,5300000
2012-12-24,111,31.114285714285717,24.7,27.099999999999998,84.37142857142858,8.009,8.334285714285715,10,5300000
2013-01-07,132,32.542857142857144,24.914285714285715,27.97142857142857,79.47142857142856,11.342857142857142,3.5714285714285716,15,5330000
2013-01-14,204,31.885714285714283,25.12857142857143,27.5,80.17142857142858,11.073142857142857,4.167142857142857,15,5330000
2013-01-21,219,29.75714285714286,24.657142857142855,26.67142857142857,81.77142857142857,17.313142857142857,12.5,15,5330000
2013-01-28,264,30.87142857142857,24.97142857142857,27.457142857142856,78.04285714285713,0.5281428571428571,1.7857142857142858,15,5330000
2013-02-04,292,31.142857142857142,25.2,27.685714285714287,78.3,5.520714285714285,4.1657142857142855,21,5330000
2013-02-11,322,29.87142857142857,24.257142857142856,26.314285714285713,87.74285714285713,15.031428571428572,12.5,21,5330000
2013-02-18,246,29.47142857142857,24.385714285714283,26.142857142857142,87.48571428571428,13.78842857142857,9.522857142857143,21,5330000
2013-02-25,294,31.185714285714287,24.928571428571427,27.671428571428574,78.15714285714286,6.849142857142857,4.761428571428572,21,5330000
2013-03-04,247,32.48571428571429,25.414285714285715,28.142857142857142,81.12857142857142,8.035428571428572,7.142857142857143,19,5330000
2013-03-11,272,32.142857142857146,25.87142857142857,28.157142857142855,77.97142857142856,0.5559999999999999,2.3814285714285717,19,5330000
2013-03-18,307,33.114285714285714,25.514285714285712,28.428571428571427,76.94285714285715,1.4344285714285712,1.7857142857142858,19,5330000
2013-03-25,305,33.2,26.32857142857143,28.885714285714283,76.57142857142857,3.720714285714286,1.19,19,5330000
2013-04-01,314,33.385714285714286,26.314285714285713,28.957142857142856,79.7,4.700428571428572,3.5728571428571425,49,5330000
2013-04-08,402,33.042857142857144,26.557142857142857,28.842857142857145,80.01428571428572,7.356571428571428,4.764285714285714,49,5330000
2013-04-15,491,32.642857142857146,25.585714285714285,28.685714285714287,78.32857142857142,2.2094285714285715,3.5714285714285716,49,5330000
2013-04-22,505,32.9,25.400000000000002,28.914285714285715,78.54285714285713,3.4675714285714285,5.951428571428571,49,5330000
2013-04-29,536,31.87142857142857,25.75714285714286,28.228571428571428,82.3,4.523571428571429,5.951428571428571,49,5330000
2013-05-06,547,31.914285714285715,26.62857142857143,28.714285714285715,82.15714285714286,1.2321428571428572,4.167142857142857,49,5330000
2013-05-13,556,32.714285714285715,26.114285714285717,28.75714285714286,81.95714285714287,10.873285714285714,5.951428571428571,49,5330000
2013-05-20,611,32.74285714285714,26.414285714285715,29.085714285714285,78.12857142857142,5.897428571428572,5.358571428571429,49,5330000
2013-05-27,637,32.17142857142857,25.685714285714283,28.385714285714283,81.64285714285714,4.060428571428572,4.1657142857142855,49,5330000
2013-06-03,742,32.6,25.357142857142858,28.228571428571428,80.8,7.868285714285714,5.951428571428571,100,5330000
2013-06-10,813,32.957142857142856,25.414285714285715,28.385714285714283,80.48571428571428,4.516,4.168571428571428,100,5330000
2013-06-17,805,33.785714285714285,27.52857142857143,30.47142857142857,67.52857142857142,2.0907142857142857,1.7857142857142858,100,5330000
2013-06-24,838,34.57142857142857,27.5,30.728571428571428,62.57142857142857,0.0,0.0,100,5330000
2013-07-01,802,32.22857142857143,26.214285714285715,29.042857142857144,75.84285714285714,1.3548571428571428,2.9771428571428573,46,5330000
2013-07-08,676,31.571428571428573,26.3,28.557142857142857,76.87142857142858,3.603857142857143,4.761428571428572,46,5330000
2013-07-15,540,30.942857142857143,24.914285714285715,27.7,79.74285714285715,6.703142857142858,9.524285714285714,46,5330000
2013-07-22,389,31.97142857142857,25.985714285714288,28.32857142857143,77.91428571428571,5.667142857142856,4.761428571428572,46,5330000
2013-07-29,305,31.32857142857143,25.542857142857144,28.114285714285717,80.28571428571429,6.668857142857142,5.358571428571429,46,5330000
2013-08-05,288,30.928571428571427,24.771428571428572,28.12857142857143,77.35714285714286,8.315428571428571,4.761428571428572,29,5330000
2013-08-12,255,31.25714285714286,24.47142857142857,27.87142857142857,79.47142857142856,8.975428571428571,6.547142857142857,29,5330000
2013-08-19,378,31.099999999999998,25.471428571428568,28.17142857142857,78.51428571428572,0.5991428571428571,2.9757142857142855,29,5330000
2013-08-26,338,31.685714285714287,26.485714285714288,28.75714285714286,74.74285714285715,1.4547142857142856,3.5714285714285716,29,5330000
2013-09-02,382,32.07142857142857,25.8,28.32857142857143,78.14285714285714,1.3944285714285714,2.9757142857142855,27,5330000
2013-09-09,449,29.457142857142856,23.942857142857143,26.571428571428573,84.74285714285715,12.967571428571429,10.714285714285714,27,5330000
2013-09-16,337,30.32857142857143,25.342857142857145,27.67142857142857,80.77142857142857,5.414857142857143,5.951428571428572,27,5330000
2013-09-23,370,32.24285714285714,26.514285714285712,29.071428571428573,76.44285714285715,2.7285714285714286,1.19,27,5330000
2013-09-30,402,31.47142857142857,24.885714285714283,28.228571428571428,78.95714285714287,10.984428571428571,5.357142857142857,27,5330000
2013-10-07,439,32.1,24.885714285714283,28.514285714285712,74.44285714285715,1.1647142857142858,4.1657142857142855,34,5330000
2013-10-14,435,31.87142857142857,25.514285714285712,28.485714285714288,76.9,8.731428571428571,5.951428571428571,34,5330000
2013-10-21,371,31.87142857142857,25.12857142857143,28.3,79.52857142857144,21.352714285714285,5.952857142857143,34,5330000
2013-10-28,495,32.24285714285714,24.557142857142857,27.614285714285717,80.88571428571429,0.5532857142857143,1.7857142857142858,34,5330000
2013-11-04,457,31.842857142857145,25.17142857142857,27.47142857142857,83.88571428571429,10.964,4.168571428571428,34,5330000
2013-11-11,401,31.957142857142856,24.914285714285715,27.642857142857142,83.65714285714286,10.30642857142857,6.547142857142857,34,5330000
2013-11-18,442,30.614285714285717,24.54285714285714,27.057142857142857,84.98571428571428,3.7167142857142856,5.952857142857143,34,5330000
2013-11-25,365,31.857142857142858,24.857142857142858,28.0,81.44285714285715,4.236571428571429,7.738571428571428,34,5330000
2013-12-02,372,30.7,25.185714285714287,27.0,87.78571428571429,13.220857142857142,10.120000000000001,25,5330000
2013-12-09,347,30.271428571428572,24.014285714285712,26.285714285714285,88.75714285714285,20.488714285714284,8.334285714285715,25,5330000
2013-12-16,380,32.34285714285714,24.47142857142857,27.62857142857143,83.91428571428571,4.713285714285713,4.1657142857142855,25,5330000
2013-12-23,371,30.585714285714285,23.914285714285715,26.728571428571428,84.64285714285714,11.041714285714287,7.7371428571428575,25,5330000
2013-12-30,414,29.82857142857143,25.085714285714285,27.071428571428573,82.77142857142857,0.47128571428571425,2.382857142857143,25,5330000
2014-01-06,436,29.042857142857144,24.599999999999998,26.599999999999998,87.60000000000001,7.677142857142857,11.31,27,5360000
2014-01-13,479,30.585714285714285,24.67142857142857,27.02857142857143,83.7,3.224571428571429,1.7871428571428571,27,5360000
2014-01-20,401,29.228571428571428,24.25714285714286,26.385714285714283,75.74285714285715,0.0,0.0,27,5360000
2014-01-27,336,29.12857142857143,23.62857142857143,25.900000000000002,75.31428571428572,0.0,0.0,27,5360000
2014-02-03,234,30.74285714285714,23.24285714285714,26.342857142857145,72.0,0.0,0.0,25,5360000
2014-02-10,273,31.957142857142856,23.900000000000002,27.0,76.68571428571428,0.024857142857142855,0.5957142857142858,25,5360000
2014-02-17,369,31.8,25.342857142857145,27.857142857142858,76.04285714285713,0.0,0.0,25,5360000
2014-02-24,193,31.857142857142858,24.928571428571427,27.714285714285715,73.25714285714285,0.0,0.0,25,5360000
2014-03-03,186,32.114285714285714,24.61428571428571,27.657142857142855,72.78571428571429,0.0,0.0,20,5360000
2014-03-10,209,32.74285714285714,24.514285714285712,27.82857142857143,71.55714285714285,0.0,0.0,20,5360000
2014-03-17,224,32.0,25.114285714285717,27.900000000000002,77.01428571428572,7.119142857142857,3.5714285714285716,20,5360000
2014-03-24,210,32.31428571428571,25.185714285714287,27.814285714285713,79.0,0.9177142857142858,2.3814285714285717,20,5360000
2014-03-31,225,32.971428571428575,26.057142857142857,28.914285714285715,77.41428571428571,0.05442857142857143,1.1914285714285715,20,5360000
2014-04-07,240,32.128571428571426,26.014285714285712,28.714285714285715,77.08571428571429,4.072571428571428,2.9771428571428573,20,5360000
2014-04-14,244,32.614285714285714,25.24285714285714,28.157142857142855,79.44285714285715,2.228142857142857,5.355714285714286,20,5360000
2014-04-21,235,31.87142857142857,26.099999999999998,28.414285714285715,80.21428571428571,4.291428571428571,3.5714285714285716,20,5360000
2014-04-28,282,33.885714285714286,25.714285714285715,28.87142857142857,78.82857142857142,0.2977142857142857,1.7871428571428571,20,5360000
2014-05-05,251,33.08571428571428,26.457142857142856,29.37142857142857,77.98571428571428,2.3974285714285712,4.167142857142857,20,5360000
2014-05-12,261,33.1,26.47142857142857,29.071428571428573,79.14285714285714,3.9191428571428575,4.168571428571428,20,5360000
2014-05-19,291,31.714285714285715,25.814285714285713,28.714285714285715,78.92857142857143,7.462142857142857,5.3585714285714285,20,5360000
2014-05-26,427,32.642857142857146,25.857142857142858,28.485714285714288,80.71428571428571,1.3657142857142859,2.9757142857142855,20,5360000
2014-06-02,456,31.97142857142857,26.457142857142856,28.885714285714283,79.28571428571429,4.864428571428571,5.357142857142857,28,5360000
2014-06-09,458,31.642857142857142,26.485714285714288,28.771428571428572,81.45714285714287,2.597857142857143,7.142857142857143,28,5360000
2014-06-16,506,33.15714285714286,26.542857142857144,29.75714285714286,76.45714285714284,3.0901428571428573,4.167142857142857,28,5360000
2014-06-23,550,33.91428571428572,27.099999999999998,30.357142857142858,72.18571428571428,0.7194285714285714,1.7857142857142858,28,5360000
2014-06-30,671,32.1,26.099999999999998,29.099999999999998,75.58571428571429,0.372,1.1914285714285715,28,5360000
2014-07-07,888,31.614285714285717,26.042857142857144,28.714285714285715,79.39999999999999,3.1999999999999997,5.355714285714286,45,5360000
2014-07-14,818,31.942857142857143,25.7,28.771428571428572,77.82857142857142,6.513285714285714,5.357142857142857,45,5360000
2014-07-21,744,32.4,27.114285714285717,29.442857142857143,76.54285714285713,1.0665714285714285,1.1914285714285715,45,5360000
2014-07-28,633,32.84285714285714,26.814285714285713,29.74285714285714,74.21428571428571,3.472714285714286,0.5957142857142858,45,5360000
2014-08-04,484,31.5,25.914285714285715,28.52857142857143,79.04285714285713,5.878714285714286,4.167142857142857,34,5360000
2014-08-11,545,30.599999999999998,26.042857142857144,28.099999999999998,77.74285714285715,2.405857142857143,4.167142857142857,34,5360000
2014-08-18,438,30.014285714285712,25.385714285714283,27.571428571428573,79.85714285714286,6.920571428571428,5.951428571428571,34,5360000
2014-08-25,418,31.428571428571427,25.857142857142858,28.057142857142857,79.91428571428571,2.811,3.5714285714285716,34,5360000
2014-09-01,367,30.900000000000002,24.728571428571428,27.657142857142855,78.81428571428572,16.24742857142857,5.355714285714286,23,5360000
2014-09-08,339,32.05714285714286,25.2,28.47142857142857,76.04285714285713,1.2155714285714285,1.7857142857142858,23,5360000
2014-09-15,362,32.128571428571426,26.2,28.87142857142857,74.91428571428571,0.6201428571428572,1.7871428571428571,23,5360000
2014-09-22,396,32.44285714285714,26.285714285714285,29.057142857142857,73.77142857142857,3.8957142857142855,1.19,23,5360000
2014-09-29,344,32.42857142857143,26.014285714285712,28.957142857142856,73.91428571428571,4.030571428571428,2.9757142857142855,23,5360000
2014-10-06,339,32.15714285714286,25.928571428571427,28.97142857142857,73.04285714285714,0.7441428571428571,1.19,20,5360000
2014-10-13,278,32.785714285714285,27.071428571428573,29.442857142857143,71.75714285714285,0.02428571428571429,0.5957142857142858,20,5360000
2014-10-20,297,32.55714285714286,25.485714285714288,28.442857142857143,79.34285714285714,4.638428571428571,3.5714285714285716,20,5360000
2014-10-27,213,32.08571428571428,25.785714285714285,28.457142857142856,77.31428571428572,5.333,4.761428571428572,20,5360000
2014-11-03,186,33.028571428571425,25.985714285714288,28.97142857142857,76.17142857142858,4.588857142857143,3.5714285714285716,16,5360000
2014-11-10,168,31.928571428571427,24.885714285714283,27.771428571428572,79.94285714285715,12.253714285714285,10.118571428571428,16,5360000
2014-11-17,158,32.371428571428574,24.857142857142858,27.25714285714286,82.64285714285714,12.019285714285713,7.737142857142857,16,5360000
2014-11-24,149,31.357142857142858,25.485714285714288,27.67142857142857,83.39999999999999,2.2979999999999996,6.548571428571429,16,5360000
2014-12-01,162,31.714285714285715,24.97142857142857,27.642857142857142,82.31428571428572,8.359571428571428,6.547142857142857,16,5360000
2014-12-08,212,31.74285714285714,25.071428571428573,27.8,79.75714285714285,10.201857142857142,4.761428571428572,16,5360000
2014-12-15,177,32.18571428571429,26.057142857142857,28.5,75.61428571428571,0.014285714285714287,0.5957142857142858,16,5360000
2014-12-22,198,30.62857142857143,25.185714285714287,27.114285714285717,84.12857142857142,5.132,7.738571428571428,16,5360000
2014-12-29,188,29.74285714285714,24.514285714285712,26.485714285714288,86.54285714285713,12.02057142857143,10.120000000000001,16,5360000
2015-01-05,158,29.900000000000002,24.842857142857145,27.085714285714285,76.84285714285714,0.07442857142857143,0.5957142857142858,16,5390000
2015-01-05,256,29.900000000000002,24.842857142857145,27.085714285714285,76.84285714285714,0.07442857142857143,0.5957142857142858,16,5390000
2015-01-12,228,30.62857142857143,24.7,26.728571428571428,82.95714285714287,9.699,6.545714285714285,16,5390000
2015-01-19,237,31.385714285714283,24.457142857142856,27.47142857142857,72.91428571428571,0.0,0.0,16,5390000
2015-01-26,259,30.47142857142857,24.728571428571428,26.97142857142857,75.31428571428572,0.0,0.0,16,5390000
2015-02-02,212,30.914285714285715,24.442857142857143,27.099999999999998,75.12857142857142,0.37214285714285716,1.7857142857142858,14,5390000
2015-02-09,173,29.642857142857142,24.41428571428571,26.585714285714285,77.61428571428571,1.4437142857142857,2.9771428571428573,14,5390000
2015-02-16,99,31.400000000000002,24.057142857142857,26.97142857142857,72.71428571428571,0.0,0.0,14,5390000
2015-02-23,172,32.285714285714285,24.642857142857142,27.599999999999998,75.27142857142857,0.521,1.19,14,5390000
2015-03-02,189,32.528571428571425,25.057142857142857,28.085714285714285,74.72857142857143,0.0,0.0,14,5390000
2015-03-09,110,32.94285714285714,25.414285714285715,28.271428571428572,74.27142857142857,1.7362857142857142,1.19,14,5390000
2015-03-16,91,31.514285714285716,25.428571428571427,27.771428571428572,75.71428571428571,5.829285714285715,1.7857142857142858,14,5390000
2015-03-23,129,33.042857142857144,25.585714285714285,28.5,77.10000000000001,0.7441428571428571,0.5957142857142858,14,5390000
2015-03-30,90,32.05714285714286,26.3,28.657142857142855,76.32857142857142,1.1658571428571427,1.7857142857142858,14,5390000
2015-04-06,107,32.67142857142857,25.857142857142858,28.157142857142855,81.62857142857142,5.730142857142858,5.357142857142857,15,5390000
2015-04-13,137,33.4,26.5,29.228571428571428,75.39999999999999,0.04971428571428571,1.19,15,5390000
2015-04-20,113,33.67142857142857,26.357142857142858,29.457142857142856,72.54285714285714,0.124,1.1914285714285715,15,5390000
2015-04-27,120,33.1,25.942857142857143,28.428571428571427,77.15714285714286,2.927,3.5714285714285716,15,5390000
2015-05-04,135,31.82857142857143,25.257142857142856,27.885714285714283,81.74285714285715,5.426428571428572,4.762857142857143,17,5390000
2015-05-11,157,33.05714285714286,26.985714285714288,29.385714285714283,76.89999999999999,0.7691428571428572,1.7871428571428571,17,5390000
2015-05-18,109,32.17142857142857,26.52857142857143,28.814285714285713,79.62857142857142,3.8200000000000003,3.5714285714285716,17,5390000
2015-05-25,178,31.74285714285714,26.7,28.87142857142857,79.67142857142858,1.0984285714285715,2.3814285714285717,17,5390000
2015-06-01,151,33.05714285714286,26.97142857142857,29.5,74.45714285714287,0.248,1.7857142857142858,18,5390000
2015-06-08,192,32.9,26.785714285714285,29.142857142857142,76.45714285714287,7.2418571428571425,4.168571428571428,18,5390000
2015-06-15,207,31.271428571428572,26.114285714285717,28.214285714285715,79.48571428571428,4.688285714285714,5.358571428571429,18,5390000
2015-06-22,240,32.1,27.12857142857143,29.428571428571427,74.3,0.049571428571428565,0.5957142857142858,18,5390000
2015-06-29,242,33.142857142857146,27.82857142857143,30.12857142857143,70.91428571428571,1.6122857142857143,0.5957142857142858,18,5390000
2015-07-06,272,31.728571428571428,26.47142857142857,29.285714285714285,73.47142857142856,3.5222857142857142,2.3814285714285717,20,5390000
2015-07-13,263,32.128571428571426,26.714285714285715,29.442857142857143,75.48571428571428,4.167285714285715,2.382857142857143,20,5390000
2015-07-20,293,32.471428571428575,27.157142857142855,29.514285714285712,76.08571428571429,6.002857142857143,2.3814285714285717,20,5390000
2015-07-27,250,32.57142857142857,27.12857142857143,29.428571428571427,71.71428571428571,0.521,1.7857142857142858,20,5390000
2015-08-03,226,31.77142857142857,25.75714285714286,28.342857142857145,75.25714285714285,3.6462857142857144,4.761428571428572,16,5390000
2015-08-10,221,30.87142857142857,25.314285714285713,28.042857142857144,79.78571428571429,8.954714285714285,5.951428571428571,16,5390000
2015-08-17,250,31.514285714285712,26.557142857142857,28.714285714285715,78.15714285714286,7.153714285714286,3.5714285714285716,16,5390000
2015-08-24,225,32.32857142857143,27.142857142857142,29.314285714285713,72.24285714285715,0.0,0.0,16,5390000
2015-08-31,246,32.457142857142856,27.042857142857144,29.24285714285714,73.82857142857142,2.867142857142857,2.3814285714285717,16,5390000
